timestamp,readable_time,amplitude,is_movement
1699091917.5990012,2023-11-04 11:58:37.599,-118.87462593223924,False
1699091917.6190012,2023-11-04 11:58:37.619,-133.56196316230634,False
1699091917.6390011,2023-11-04 11:58:37.639,-121.43365850076043,False
1699091917.6590014,2023-11-04 11:58:37.659,-129.64105881334163,False
1699091917.6790013,2023-11-04 11:58:37.679,-116.35765437554528,False
1699091917.6990013,2023-11-04 11:58:37.699,-127.00762829110411,False
1699091917.7190013,2023-11-04 11:58:37.719,-115.66797715527136,False
1699091917.7390013,2023-11-04 11:58:37.739,-125.78689976947484,False
1699091917.7590013,2023-11-04 11:58:37.759,-113.44870756544812,False
1699091917.7790012,2023-11-04 11:58:37.779,-130.43556394455604,False
1699091917.7990012,2023-11-04 11:58:37.799,-118.22721160270774,False
1699091917.8190012,2023-11-04 11:58:37.819,-127.20562696956436,False
1699091917.8390014,2023-11-04 11:58:37.839,-114.9855892039896,False
1699091917.8590014,2023-11-04 11:58:37.859,-123.00162472097644,False
1699091917.8790014,2023-11-04 11:58:37.879,-117.96833555890029,False
1699091917.8990014,2023-11-04 11:58:37.899,-136.71928523590603,False
1699091917.9190013,2023-11-04 11:58:37.919,-133.20017272858095,False
1699091917.9390013,2023-11-04 11:58:37.939,-148.3426442032028,False
1699091917.9590013,2023-11-04 11:58:37.959,-134.93241258467333,False
1699091917.9790013,2023-11-04 11:58:37.979,-147.64962836214954,False
1699091917.9990015,2023-11-04 11:58:37.999,-138.24888467649043,False
1699091918.0190015,2023-11-04 11:58:38.019,-149.12230891508347,False
1699091918.0390015,2023-11-04 11:58:38.039,-134.73578818814886,False
1699091918.0590014,2023-11-04 11:58:38.059,-147.21877565751538,False
1699091918.0790014,2023-11-04 11:58:38.079,-131.5227777920967,False
1699091918.0990014,2023-11-04 11:58:38.099,-139.65442635596887,False
1699091918.1190014,2023-11-04 11:58:38.119,-122.26963475931638,False
1699091918.1390014,2023-11-04 11:58:38.139,-131.82729394493316,False
1699091918.1590016,2023-11-04 11:58:38.159,-118.31917363552797,False
1699091918.1790016,2023-11-04 11:58:38.179,-134.26288852485422,False
1699091918.1990016,2023-11-04 11:58:38.199,-120.24112890838653,False
1699091918.2190015,2023-11-04 11:58:38.219,-129.88909764829398,False
1699091918.2390015,2023-11-04 11:58:38.239,-116.53247422709909,False
1699091918.2590015,2023-11-04 11:58:38.259,-126.35717841835556,False
1699091918.2790015,2023-11-04 11:58:38.279,-118.12378595760116,False
1699091918.2990015,2023-11-04 11:58:38.299,-131.84662980035955,False
1699091918.3190014,2023-11-04 11:58:38.319,-124.15205199561613,False
1699091918.3390017,2023-11-04 11:58:38.339,-135.8794738153728,False
1699091918.3590016,2023-11-04 11:58:38.359,-116.68795333270083,False
1699091918.3790016,2023-11-04 11:58:38.379,-131.74270210064043,False
1699091918.3990016,2023-11-04 11:58:38.399,-123.15638244947357,False
1699091918.4190016,2023-11-04 11:58:38.419,-133.31408133055578,False
1699091918.4390016,2023-11-04 11:58:38.439,-118.82022802751248,False
1699091918.4590015,2023-11-04 11:58:38.459,-133.84931687383096,False
1699091918.4790015,2023-11-04 11:58:38.479,-128.1538856179136,False
1699091918.4990017,2023-11-04 11:58:38.499,-139.7401446793795,False
1699091918.5190017,2023-11-04 11:58:38.519,-131.82719344239874,False
1699091918.5390017,2023-11-04 11:58:38.539,-141.5249262429364,False
1699091918.5590017,2023-11-04 11:58:38.559,-126.47242793407453,False
1699091918.5790017,2023-11-04 11:58:38.579,-137.9393722592373,False
1699091918.5990016,2023-11-04 11:58:38.599,-128.39681491754496,False
1699091918.6190016,2023-11-04 11:58:38.619,-142.06256866522483,False
1699091918.6390016,2023-11-04 11:58:38.639,-133.46696446564184,False
1699091918.6590018,2023-11-04 11:58:38.659,-140.6157807171893,False
1699091918.6790018,2023-11-04 11:58:38.679,-127.20630904582205,False
1699091918.6990018,2023-11-04 11:58:38.699,-129.20184097590015,False
1699091918.7190018,2023-11-04 11:58:38.719,-118.05508765347498,False
1699091918.7390018,2023-11-04 11:58:38.739,-134.2618051657173,False
1699091918.7590017,2023-11-04 11:58:38.759,-121.65277519027164,False
1699091918.7790017,2023-11-04 11:58:38.779,-128.63280922412034,False
1699091918.7990017,2023-11-04 11:58:38.799,-113.78954223512456,False
1699091918.8190017,2023-11-04 11:58:38.819,-119.72385536483267,False
1699091918.839002,2023-11-04 11:58:38.839,-109.0670612547374,False
1699091918.8590019,2023-11-04 11:58:38.859,-125.26661450656158,False
1699091918.8790019,2023-11-04 11:58:38.879,-116.59493434978103,False
1699091918.8990018,2023-11-04 11:58:38.899,-124.59717821784822,False
1699091918.9190018,2023-11-04 11:58:38.919,-112.63810659822238,False
1699091918.9390018,2023-11-04 11:58:38.939,-124.92705267438242,False
1699091918.9590018,2023-11-04 11:58:38.959,-115.26983178294563,False
1699091918.9790018,2023-11-04 11:58:38.979,-128.71279772036323,False
1699091918.999002,2023-11-04 11:58:38.999,-118.80152268293001,False
1699091919.019002,2023-11-04 11:58:39.019,-131.2425287995632,False
1699091919.039002,2023-11-04 11:58:39.039,-116.8730235376889,False
1699091919.059002,2023-11-04 11:58:39.059,-127.01870430699698,False
1699091919.079002,2023-11-04 11:58:39.079,-113.26931516066014,False
1699091919.099002,2023-11-04 11:58:39.099,-126.55239519881933,False
1699091919.1190019,2023-11-04 11:58:39.119,-115.64473126622705,False
1699091919.1390018,2023-11-04 11:58:39.139,-128.36226924004458,False
1699091919.159002,2023-11-04 11:58:39.159,-118.80250057180248,False
1699091919.179002,2023-11-04 11:58:39.179,-131.2450811384171,False
1699091919.199002,2023-11-04 11:58:39.199,-118.19775412501022,False
1699091919.219002,2023-11-04 11:58:39.219,-129.19911882864534,False
1699091919.239002,2023-11-04 11:58:39.239,-115.29446531682969,False
1699091919.259002,2023-11-04 11:58:39.259,-127.74074789149935,False
1699091919.279002,2023-11-04 11:58:39.279,-116.8410727669767,False
1699091919.299002,2023-11-04 11:58:39.299,-128.95203329817375,False
1699091919.319002,2023-11-04 11:58:39.319,-113.86729742976132,False
1699091919.3390021,2023-11-04 11:58:39.339,-126.24395022723613,False
1699091919.359002,2023-11-04 11:58:39.359,-110.19414044618573,False
1699091919.379002,2023-11-04 11:58:39.379,-124.73234973229833,False
1699091919.399002,2023-11-04 11:58:39.399,-114.8468987573034,False
1699091919.419002,2023-11-04 11:58:39.419,-129.89145725069434,False
1699091919.439002,2023-11-04 11:58:39.439,-122.39911296931524,False
1699091919.459002,2023-11-04 11:58:39.459,-135.8067730648351,False
1699091919.479002,2023-11-04 11:58:39.479,-120.49714767276909,False
1699091919.4990022,2023-11-04 11:58:39.499,-128.0576606803062,False
1699091919.5190022,2023-11-04 11:58:39.519,-118.24607301729536,False
1699091919.5390022,2023-11-04 11:58:39.539,-135.4173216923338,False
1699091919.5590022,2023-11-04 11:58:39.559,-129.07097471314444,False
1699091919.5790021,2023-11-04 11:58:39.579,-140.0536827682055,False
1699091919.5990021,2023-11-04 11:58:39.599,-122.15579104180925,False
1699091919.619002,2023-11-04 11:58:39.619,-129.3704427014276,False
1699091919.639002,2023-11-04 11:58:39.639,-113.50226172675237,False
1699091919.6590023,2023-11-04 11:58:39.659,-129.39557655925628,False
1699091919.6790023,2023-11-04 11:58:39.679,-121.34732345195785,False
1699091919.6990023,2023-11-04 11:58:39.699,-131.268015339986,False
1699091919.7190022,2023-11-04 11:58:39.719,-114.241399369402,False
1699091919.7390022,2023-11-04 11:58:39.739,-120.57033986667734,False
1699091919.7590022,2023-11-04 11:58:39.759,-106.93995561480357,False
1699091919.7790022,2023-11-04 11:58:39.779,-125.58274777351845,False
1699091919.7990022,2023-11-04 11:58:39.799,-118.60304317408412,False
1699091919.8190022,2023-11-04 11:58:39.819,-131.90438369347712,False
1699091919.8390024,2023-11-04 11:58:39.839,-120.47247039657859,False
1699091919.8590024,2023-11-04 11:58:39.859,-134.898556853678,False
1699091919.8790023,2023-11-04 11:58:39.879,-122.96435372653899,False
1699091919.8990023,2023-11-04 11:58:39.899,-132.4868501227136,False
1699091919.9190023,2023-11-04 11:58:39.919,-121.89736899479534,False
1699091919.9390023,2023-11-04 11:58:39.939,-135.45800459942845,False
1699091919.9590023,2023-11-04 11:58:39.959,-125.60908053490651,False
1699091919.9790022,2023-11-04 11:58:39.979,-133.23461053021788,False
1699091919.9990025,2023-11-04 11:58:39.999,-120.37163487011273,False
1699091920.0190024,2023-11-04 11:58:40.019,-134.58595890416854,False
1699091920.0390024,2023-11-04 11:58:40.039,-122.90873016910331,False
1699091920.0590024,2023-11-04 11:58:40.059,-137.50054138359621,False
1699091920.0790024,2023-11-04 11:58:40.079,-124.78096436908277,False
1699091920.0990024,2023-11-04 11:58:40.099,-137.48318362814786,False
1699091920.1190023,2023-11-04 11:58:40.119,-126.67793707139512,False
1699091920.1390023,2023-11-04 11:58:40.139,-136.15085147463117,False
1699091920.1590025,2023-11-04 11:58:40.159,-125.51193110750076,False
1699091920.1790025,2023-11-04 11:58:40.179,-138.73625118615522,False
1699091920.1990025,2023-11-04 11:58:40.199,-129.95717091374289,False
1699091920.2190025,2023-11-04 11:58:40.219,-140.80859018206348,False
1699091920.2390025,2023-11-04 11:58:40.239,-128.79461159710957,False
1699091920.2590024,2023-11-04 11:58:40.259,-142.11397454086807,False
1699091920.2790024,2023-11-04 11:58:40.279,-129.6929837176496,False
1699091920.2990024,2023-11-04 11:58:40.299,-136.75437887296354,False
1699091920.3190024,2023-11-04 11:58:40.319,-120.98330970020848,False
1699091920.3390026,2023-11-04 11:58:40.339,-134.65403179285832,False
1699091920.3590026,2023-11-04 11:58:40.359,-129.22889680669886,False
1699091920.3790026,2023-11-04 11:58:40.379,-145.68369956805597,False
1699091920.3990026,2023-11-04 11:58:40.399,-132.85001204419038,False
1699091920.4190025,2023-11-04 11:58:40.419,-143.75432419433415,False
1699091920.4390025,2023-11-04 11:58:40.439,-133.00754003795362,False
1699091920.4590025,2023-11-04 11:58:40.459,-146.97801005130532,False
1699091920.4790025,2023-11-04 11:58:40.479,-135.73677734513853,False
1699091920.4990027,2023-11-04 11:58:40.499,-149.42961418560023,False
1699091920.5190027,2023-11-04 11:58:40.519,-140.15765794132545,False
1699091920.5390027,2023-11-04 11:58:40.539,-156.26268930335402,False
1699091920.5590026,2023-11-04 11:58:40.559,-143.8317920572675,False
1699091920.5790026,2023-11-04 11:58:40.579,-156.23705369799836,False
1699091920.5990026,2023-11-04 11:58:40.599,-138.68972564476036,False
1699091920.6190026,2023-11-04 11:58:40.619,-146.80885519899488,False
1699091920.6390026,2023-11-04 11:58:40.639,-132.63728796578337,False
1699091920.6590028,2023-11-04 11:58:40.659,-140.4045663453279,False
1699091920.6790028,2023-11-04 11:58:40.679,-125.36268301621858,False
1699091920.6990027,2023-11-04 11:58:40.699,-131.01617687346697,False
1699091920.7190027,2023-11-04 11:58:40.719,-114.4443726218403,False
1699091920.7390027,2023-11-04 11:58:40.739,-124.07857631023772,False
1699091920.7590027,2023-11-04 11:58:40.759,-108.05169333266718,False
1699091920.7790027,2023-11-04 11:58:40.779,-122.63074979136209,False
1699091920.7990026,2023-11-04 11:58:40.799,-103.68066830761813,False
1699091920.8190026,2023-11-04 11:58:40.819,-113.04973725492131,False
1699091920.8390028,2023-11-04 11:58:40.839,-96.81900603960734,False
1699091920.8590028,2023-11-04 11:58:40.859,-110.55012251396356,False
1699091920.8790028,2023-11-04 11:58:40.879,-100.92503226946623,False
1699091920.8990028,2023-11-04 11:58:40.899,-112.35028695400138,False
1699091920.9190028,2023-11-04 11:58:40.919,-103.04245734518904,False
1699091920.9390028,2023-11-04 11:58:40.939,-115.42479351656301,False
1699091920.9590027,2023-11-04 11:58:40.959,-99.03914306173435,False
1699091920.9790027,2023-11-04 11:58:40.979,-108.49760375250818,False
1699091920.999003,2023-11-04 11:58:40.999,-96.06558106731184,False
1699091921.019003,2023-11-04 11:58:41.019,-115.09098749957774,False
1699091921.039003,2023-11-04 11:58:41.039,-110.54803783259595,False
1699091921.0590029,2023-11-04 11:58:41.059,-122.0569402166922,False
1699091921.0790029,2023-11-04 11:58:41.079,-108.11591378186195,False
1699091921.0990028,2023-11-04 11:58:41.099,-123.94241744857617,False
1699091921.1190028,2023-11-04 11:58:41.119,-112.36037277396505,False
1699091921.1390028,2023-11-04 11:58:41.139,-121.65866736381861,False
1699091921.159003,2023-11-04 11:58:41.159,-114.2769857817965,False
1699091921.179003,2023-11-04 11:58:41.179,-125.99943757833452,False
1699091921.199003,2023-11-04 11:58:41.199,-116.39287809818187,False
1699091921.219003,2023-11-04 11:58:41.219,-132.10201923416372,False
1699091921.239003,2023-11-04 11:58:41.239,-123.73494545957128,False
1699091921.259003,2023-11-04 11:58:41.259,-136.5883147047906,False
1699091921.279003,2023-11-04 11:58:41.279,-117.39038522308172,False
1699091921.299003,2023-11-04 11:58:41.299,-126.3218149214194,False
1699091921.3190029,2023-11-04 11:58:41.319,-112.09898940138666,False
1699091921.339003,2023-11-04 11:58:41.339,-127.65869525711719,False
1699091921.359003,2023-11-04 11:58:41.359,-119.44207346084119,False
1699091921.379003,2023-11-04 11:58:41.379,-131.1605492025631,False
1699091921.399003,2023-11-04 11:58:41.399,-118.89195928741003,False
1699091921.419003,2023-11-04 11:58:41.419,-126.3276344343344,False
1699091921.439003,2023-11-04 11:58:41.439,-110.17973307232438,False
1699091921.459003,2023-11-04 11:58:41.459,-118.48016868497248,False
1699091921.479003,2023-11-04 11:58:41.479,-107.47647765660594,False
1699091921.4990032,2023-11-04 11:58:41.499,-121.16149224660644,False
1699091921.5190032,2023-11-04 11:58:41.519,-112.07048217545059,False
1699091921.5390031,2023-11-04 11:58:41.539,-125.69693512391743,False
1699091921.559003,2023-11-04 11:58:41.559,-108.91247768467792,False
1699091921.579003,2023-11-04 11:58:41.579,-117.76715014250885,False
1699091921.599003,2023-11-04 11:58:41.599,-108.75144136913943,False
1699091921.619003,2023-11-04 11:58:41.619,-119.2354366864404,False
1699091921.639003,2023-11-04 11:58:41.639,-109.65039478322697,False
1699091921.6590033,2023-11-04 11:58:41.659,-128.14407829795232,False
1699091921.6790032,2023-11-04 11:58:41.679,-113.33036314187025,False
1699091921.6990032,2023-11-04 11:58:41.699,-121.05690849440377,False
1699091921.7190032,2023-11-04 11:58:41.719,-111.67580382765662,False
1699091921.7390032,2023-11-04 11:58:41.739,-127.08768256371089,False
1699091921.7590032,2023-11-04 11:58:41.759,-115.46918774448712,False
1699091921.7790031,2023-11-04 11:58:41.779,-132.54978244591717,False
1699091921.7990031,2023-11-04 11:58:41.799,-126.17205535790534,False
1699091921.819003,2023-11-04 11:58:41.819,-129.72139299532208,False
1699091921.8390033,2023-11-04 11:58:41.839,-121.32464156106371,False
1699091921.8590033,2023-11-04 11:58:41.859,-134.19799322424234,False
1699091921.8790033,2023-11-04 11:58:41.879,-122.67275193661091,False
1699091921.8990033,2023-11-04 11:58:41.899,-129.94240447286174,False
1699091921.9190032,2023-11-04 11:58:41.919,-118.51929538600952,False
1699091921.9390032,2023-11-04 11:58:41.939,-135.9210164846087,False
1699091921.9590032,2023-11-04 11:58:41.959,-123.13714743191764,False
1699091921.9790032,2023-11-04 11:58:41.979,-138.96779340822792,False
1699091921.9990034,2023-11-04 11:58:41.999,-135.32837484927373,False
1699091922.0190034,2023-11-04 11:58:42.019,-158.3859166774466,False
1699091922.0390034,2023-11-04 11:58:42.039,-148.705000453293,False
1699091922.0590034,2023-11-04 11:58:42.059,-165.7897246333872,False
1699091922.0790033,2023-11-04 11:58:42.079,-157.9773469283657,False
1699091922.0990033,2023-11-04 11:58:42.099,-168.08846453277553,False
1699091922.1190033,2023-11-04 11:58:42.119,-143.62348295958458,False
1699091922.1390033,2023-11-04 11:58:42.139,-158.14162791779538,False
1699091922.1590035,2023-11-04 11:58:42.159,-151.35472363114894,False
1699091922.1790035,2023-11-04 11:58:42.179,-161.43501518777472,False
1699091922.1990035,2023-11-04 11:58:42.199,-145.8416666966092,False
1699091922.2190034,2023-11-04 11:58:42.219,-151.37579014150992,False
1699091922.2390034,2023-11-04 11:58:42.239,-134.6039458480284,False
1699091922.2590034,2023-11-04 11:58:42.259,-147.861901464117,False
1699091922.2790034,2023-11-04 11:58:42.279,-146.36492914005754,False
1699091922.2990034,2023-11-04 11:58:42.299,-154.76036047521887,False
1699091922.3190033,2023-11-04 11:58:42.319,-142.36349335329098,False
1699091922.3390036,2023-11-04 11:58:42.339,-154.84277333396997,False
1699091922.3590035,2023-11-04 11:58:42.359,-142.6682104590717,False
1699091922.3790035,2023-11-04 11:58:42.379,-154.874686100597,False
1699091922.3990035,2023-11-04 11:58:42.399,-140.89879291696442,False
1699091922.4190035,2023-11-04 11:58:42.419,-148.06506135879008,False
1699091922.4390035,2023-11-04 11:58:42.439,-136.94233156602908,False
1699091922.4590034,2023-11-04 11:58:42.459,-146.1221840055711,False
1699091922.4790034,2023-11-04 11:58:42.479,-129.94138360785158,False
1699091922.4990036,2023-11-04 11:58:42.499,-137.86449319224093,False
1699091922.5190036,2023-11-04 11:58:42.519,-130.95364747873325,False
1699091922.5390036,2023-11-04 11:58:42.539,-136.22114715494342,False
1699091922.5590036,2023-11-04 11:58:42.559,-127.82252905762921,False
1699091922.5790036,2023-11-04 11:58:42.579,-141.824938389096,False
1699091922.5990036,2023-11-04 11:58:42.599,-124.6254196268985,False
1699091922.6190035,2023-11-04 11:58:42.619,-131.6179033844809,False
1699091922.6390035,2023-11-04 11:58:42.639,-111.82652097381353,False
1699091922.6590037,2023-11-04 11:58:42.659,-123.45606247160288,False
1699091922.6790037,2023-11-04 11:58:42.679,-111.38492010690878,False
1699091922.6990037,2023-11-04 11:58:42.699,-127.09521085044871,False
1699091922.7190037,2023-11-04 11:58:42.719,-115.24542773224253,False
1699091922.7390037,2023-11-04 11:58:42.739,-124.65037997267116,False
1699091922.7590036,2023-11-04 11:58:42.759,-109.87859738564548,False
1699091922.7790036,2023-11-04 11:58:42.779,-121.34483677574856,False
1699091922.7990036,2023-11-04 11:58:42.799,-110.57300938479283,False
1699091922.8190036,2023-11-04 11:58:42.819,-127.66136678750958,False
1699091922.8390038,2023-11-04 11:58:42.839,-124.24736469247124,False
1699091922.8590038,2023-11-04 11:58:42.859,-137.0341280827365,False
1699091922.8790038,2023-11-04 11:58:42.879,-126.23391309129954,False
1699091922.8990037,2023-11-04 11:58:42.899,-131.49370347488997,False
1699091922.9190037,2023-11-04 11:58:42.919,-122.94745093954157,False
1699091922.9390037,2023-11-04 11:58:42.939,-130.4075795019544,False
1699091922.9590037,2023-11-04 11:58:42.959,-116.1536506338649,False
1699091922.9790037,2023-11-04 11:58:42.979,-130.9013470450055,False
1699091922.999004,2023-11-04 11:58:42.999,-108.93381918431244,False
1699091923.0190039,2023-11-04 11:58:43.019,-117.4434051182692,False
1699091923.0390038,2023-11-04 11:58:43.039,-100.24365857765918,False
1699091923.0590038,2023-11-04 11:58:43.059,-110.66593133144404,False
1699091923.0790038,2023-11-04 11:58:43.079,-101.77082892876078,False
1699091923.0990038,2023-11-04 11:58:43.099,-117.28648235448763,False
1699091923.1190038,2023-11-04 11:58:43.119,-119.88263453713991,False
1699091923.1390038,2023-11-04 11:58:43.139,-140.92837817874852,False
1699091923.159004,2023-11-04 11:58:43.159,-125.99309403720945,False
1699091923.179004,2023-11-04 11:58:43.179,-131.3345047001976,False
1699091923.199004,2023-11-04 11:58:43.199,-116.53238963929051,False
1699091923.219004,2023-11-04 11:58:43.219,-131.7236627506779,False
1699091923.239004,2023-11-04 11:58:43.239,-110.37967722195407,False
